Month,Price
701,264.692
702,255.844
703,244.679
704,252.029
705,239.164
706,244.214
707,242.911
708,244.156
709,242.871
710,249.791
711,245.502
712,246.899
713,249.131
714,252.282
715,250.764
716,247.641
717,245.755
718,235.598
719,242.329
720,241.683
721,250.977
722,254.136
723,251.438
724,245.369
725,251.008
726,256.544
727,256.858
728,259.871
729,257.328
730,261.051
731,265.414
732,257.613
733,257.649
734,266.171
735,251.373
736,253.733
737,252.161
738,236.654
739,246.491
740,251.796
741,250.649
742,257.421
743,267.037
744,267.645
745,264.904
746,269.412
747,272.622
748,281.844
749,290.619
750,282.442
751,266.112
752,270.427
753,269.278
754,282.883
755,284.446
756,277.811
757,291.338
758,275.732
759,281.606
760,282.652
761,278.412
762,281.017
763,280.653
764,285.367
765,287.36
766,282.897
767,277.804
768,282.027
769,284.469
770,289.446
771,284.776
772,273.418
773,268.313
774,259.888
775,267.766
776,260.963
777,258.956
778,258.956
779,245.581
780,250.798
781,253.278
782,264.487
783,264.835
784,267.381
785,254.367
786,259.605
787,261.077
788,262.18
789,262.378
790,261.639
791,253.68
792,253.485
793,244.477
794,247.982
795,233.625
796,231.31
797,225.588
798,216.792
799,210.172
800,210.124
801,209.379
802,206.023
803,209.61
804,210.645
805,209.338
806,213.323
807,213.54
808,218.597
809,212.885
810,209.716
811,207.001
812,222.258
813,224.63
814,213.632
815,219.101
816,216.314
817,214.565
818,217.676
819,223.2
820,221.881
821,221.195
822,209.599
823,214.512
824,221.961
825,205.518
826,197.418
827,205.52
828,197.806
829,194.875
830,204.296
831,194.733
832,191.234
833,187.54
834,188.197
835,182.629
836,189.696
837,194.145
838,197.863
839,197.106
840,191.823
841,186.837
842,179.098
843,186.022
844,187.894
845,184.082
846,179.007
847,181.275
848,174.361
849,173.209
850,172.771
851,175.074
852,179.574
853,178.42
854,176.717
855,180.171
856,187.423
857,193.399
858,193.428
859,189.676
860,181.268
861,182.825
862,185.838
863,184.518
864,188.396
865,178.34
866,179.307
867,176.03
868,170.343
869,168.354
870,164.325
871,172.839
872,175.169
873,177.037
874,177.564
875,180.907
876,182.107
877,179.35
878,187.822
879,183.838
880,176.092
881,177.478
882,183.912
883,185.599
884,192.388
885,185.684
886,182.461
887,182.422
888,183.951
889,189.601
890,192.538
891,192.466
892,194.888
893,194.142
894,197.437
895,202.612
896,201.172
897,184.873
898,190.173
899,194.305
900,201.578
901,215.356
902,209.808
903,214.703
904,208.26
905,199.133
906,210.7
907,209.437
908,208.105
909,207.609
910,209.026
911,207.065
912,206.717
913,203.544
914,203.544
915,209.999
916,212.821
917,217.023
918,226.648
919,221.318
920,223.124
921,233.183
922,235.028
923,232.811
924,229.918
925,228.867
926,219.699
927,221.233
928,220.313
929,215.543
930,215.928
931,215.905
932,222.787
933,229.405
934,228.323
935,232.737
936,226.16
937,226.312
938,230.049
939,231.548
940,230.074
941,223.868
942,222.75
943,226.419
944,230.182
945,231.323
946,231.716
947,226.972
948,226.732
949,228.647
950,220.74
951,214.538
952,220.557
953,233.445
954,226.091
955,219.795
956,215.343
957,215.784
958,225.22
959,217.874
960,219.287
961,215.785
962,215.305
963,216.836
964,213.363
965,216.402
966,217.958
967,231.085
968,226.529
969,237.876
970,227.011
971,230.442
972,228.508
973,232.025
974,231.225
975,233.664
976,235.405
977,229.99
978,214.4
979,205.543
980,209.862
981,210.128
982,208.478
983,202.834
984,203.848
985,201.302
986,207.538
987,205.892
988,210.29
989,218.491
990,217.832
991,219.995
992,219.032
993,218.151
994,221.64
995,220.437
996,214.959
997,213.636
998,217.643
999,212.267
1000,203.146
1001,200.201
1002,197.266
1003,213.707
1004,205.602
1005,203.815
1006,204.612
1007,191.312
1008,188.891
1009,183.935
1010,183.82
1011,184.269
1012,180.522
1013,194.042
1014,185.275
1015,179.712
1016,171.688
1017,174.769
1018,170.894
1019,176.651
1020,163.396
1021,166.712
1022,173.991
1023,169.753
1024,173.008
1025,175.969
1026,175.938
1027,169.494
1028,170.301
1029,163.018
1030,161.205
1031,160.252
1032,165.475
1033,171.717
1034,172.757
1035,174.266
1036,174.641
1037,175.44
1038,184.602
1039,188.303
1040,188.73
1041,183.278
1042,177.871
1043,175.994
1044,175.251
1045,172.766
1046,168.24
1047,168.833
1048,172.027
1049,172.636
1050,171.329
1051,165.148
1052,180.259
1053,177.352
1054,177.436
1055,167.7
1056,166.601
1057,172.875
1058,166.776
1059,169.098
1060,173.78
1061,176.485
1062,177.448
1063,180.737
1064,185.899
1065,188.084
1066,196.789
1067,202.234
1068,209.341
1069,216.371
1070,212.436
1071,217.772
1072,214.09
1073,218.181
1074,217.87
1075,220.51
1076,225.36
1077,222.454
1078,218.007
1079,212.568
1080,211.966
1081,228.72
1082,231.842
1083,233.689
1084,225.87
1085,232.475
1086,235.901
1087,221.582
1088,223.413
1089,226.961
1090,215.451
1091,212.333
1092,210.86
1093,215.136
1094,218.973
1095,229.653
1096,228.447
1097,232.763
1098,238.207
1099,237.104
1100,241.789
1101,231.908
1102,225.724
1103,229.212
1104,235.597
1105,238.49
1106,231.773
1107,240.602
1108,236.436
1109,233.03
1110,220.457
1111,218.882
1112,219.038
1113,224.228
1114,220.305
1115,217.51
1116,214.968
1117,213.876
1118,205.5
1119,197.897
1120,199.814
1121,195.337
1122,187.958
1123,189.178
1124,184.666
1125,183.453
1126,184.64
1127,176.127
1128,182.111
1129,177.045
1130,174.256
1131,176.898
1132,173.676
1133,179.086
1134,183.438
1135,185.959
1136,188.238
1137,179.159
1138,177.586
1139,186.172
1140,183.585
1141,182.142
1142,179.946
1143,172.071
1144,178.838
1145,181.59
1146,183.321
1147,182.469
1148,183.48
1149,187.591
1150,191.263
1151,189.176
1152,176.06
1153,183.756
1154,182.247
1155,179.49
1156,179.724
1157,176.909
1158,172.837
1159,174.131
1160,164.065
1161,163.37
1162,157.697
1163,156.915
1164,155.63
1165,150.523
1166,148.442
1167,141.516
1168,141.4
1169,149.338
1170,146.022
1171,143.739
1172,149.6
1173,148.317
1174,142.62
1175,142.009
1176,137.554
1177,132.488
1178,131.481
1179,134.29
1180,135.189
1181,141.525
1182,146.452
1183,151.654
1184,154.558
1185,155.834
1186,156.359
1187,154.582
1188,154.477
1189,162.153
1190,160.866
1191,153.984
1192,150.834
1193,156.522
1194,155.854
1195,154.538
1196,154.816
1197,157.962
1198,165.072
1199,160.996
1200,158.494
1201,153.698
1202,149.996
1203,158.384
1204,158.701
1205,162.307
1206,156.388
1207,168.507
1208,173.232
1209,173.556
1210,173.501
1211,167.519
1212,161.316
1213,153.939
1214,150.886
1215,148.707
1216,149.171
1217,158.464
1218,164.501
1219,163.348
1220,159.443
1221,158.61
1222,164.97
1223,159.485
1224,159.358
1225,161.535
1226,154.753
1227,149.769
1228,147.347
1229,151.422
1230,146.137
1231,146.23
1232,147.081
1233,149.927
1234,148.478
1235,145.326
1236,148.154
1237,148.753
1238,149.982
1239,150.365
1240,149.153
1241,144.561
1242,143.768
1243,136.865
1244,137.999
1245,133.985
1246,140.781
1247,140.239
1248,139.07
1249,139.456
1250,144.139
1251,147.064
1252,147.046
1253,142.47
1254,138.389
1255,142.753
1256,143.001
1257,144.362
1258,151.212
1259,154.614
1260,149.553
1261,152.301
1262,155.398
1263,152.931
1264,155.521
1265,151.708
1266,156.482
1267,149.414
1268,152.894
1269,152.767
1270,153.996
1271,149.796
1272,148.107
1273,145.01
1274,149.567
1275,144.999
1276,145.551
1277,146.56
1278,143.155
1279,146.866
1280,145.553
1281,137.945
1282,135.441
1283,141.723
1284,144.142
1285,147.777
1286,146.731
1287,139.385
1288,137.931
1289,137.395
1290,137.263
1291,131.573
1292,128.779
1293,123.384
1294,132.352
1295,137.18
1296,138.089
1297,135.901
1298,134.787
1299,132.36
1300,134.591
1301,135.055
1302,138.347
1303,138.449
1304,136.556
1305,134.841
1306,137.046
1307,135.499
1308,128.754
1309,130.223
1310,135.695
1311,138.033
1312,140.474
1313,144.542
1314,143.124
1315,142.836
1316,138.571
1317,133.084
1318,136.083
1319,138.089
1320,135.832
1321,136.975
1322,132.655
1323,135.978
1324,132.606
1325,132.785
1326,132.468
1327,132.13
1328,129.663
1329,128.668
1330,128.015
1331,128.494
1332,126.579
1333,128.925
1334,132.749
1335,128.887
1336,129.822
1337,133.773
1338,132.6
1339,134.443
1340,129.235
1341,128.595
1342,127.84
1343,130.883
1344,130.148
1345,133.084
1346,130.734
1347,131.832
1348,139.431
1349,139.405
1350,145.575
1351,140.772
1352,143.612
1353,142.463
1354,138.949
1355,135.023
1356,142.478
1357,139.558
1358,138.316
1359,138.133
1360,139.155
1361,134.78
1362,126.032
1363,126.331
1364,126.795
1365,126.389
1366,128.504
1367,133.355
1368,128.968
1369,132.253
1370,128.244
1371,125.278
1372,122.766
1373,125.942
1374,128.227
1375,128.432
1376,129.551
1377,128.822
1378,124.336
1379,121.246
1380,120.796
1381,120.552
1382,118.198
1383,119.202
1384,121.784
1385,118.869
1386,124.186
1387,123.705
1388,123.598
1389,120.25
1390,118.614
1391,116.554
1392,112.98
1393,119.843
1394,119.257
1395,121.021
1396,121.438
1397,127.909
1398,119.186
1399,124.277
1400,129.003
1401,129.929
1402,128.651
1403,124.82
1404,130.025
1405,123.682
1406,122.201
1407,124.204
1408,132.001
1409,135.828
1410,136.743
1411,133.28
1412,136.182
1413,130.236
1414,127.931
1415,123.981
1416,123.912
1417,122.642
1418,118.035
1419,117.101
1420,117.671
1421,115.136
1422,113.349
1423,109.918
1424,113.845
1425,108.817
1426,103.407
1427,105.42
1428,102.351
1429,100.639
1430,98.6472
1431,96.8112
1432,95.7207
1433,95.7387
1434,95.6091
1435,97.1066
1436,98.5882
1437,103.587
1438,105.465
1439,110.975
1440,117.855
1441,117.998
1442,117.516
1443,118.153
1444,122.888
1445,122.547
1446,124.418
1447,125.625
1448,124
1449,123.943
1450,126.912
1451,128.248
1452,136.508
1453,135.329
1454,125.377
1455,119.28
1456,113.649
1457,117.74
1458,118.92
1459,116.006
1460,120.004
1461,115.191
1462,121.002
1463,119.633
1464,120.459
1465,115.482
1466,119.274
1467,119.12
1468,117.085
1469,120.051
1470,120.982
1471,126.552
1472,127.714
1473,130.333
1474,128.785
1475,128.154
1476,125.75
1477,127.701
1478,128.038
1479,121.229
1480,122.11
1481,124.277
1482,123.785
1483,121.75
1484,113.501
1485,108.698
1486,107.873
1487,102.487
1488,102.613
1489,103.259
1490,103.598
1491,105.777
1492,106.21
1493,107.57
1494,104.884
1495,105.285
1496,105.447
1497,102.775
1498,98.0351
1499,98.664
1500,96.8099
1501,99.4882
1502,105.03
1503,108.765
1504,106.779
1505,104.697
1506,110.313
1507,111.058
1508,118.308
1509,117.498
1510,118.032
1511,117.181
1512,113.675
1513,115.531
1514,119.342
1515,118.884
1516,121.104
1517,119.621
1518,123.859
1519,125.718
1520,122.326
1521,123.908
1522,123.303
1523,122.694
1524,122.055
1525,114.543
1526,111.408
1527,110.299
1528,113.79
1529,117.974
1530,118.899
1531,116.998
1532,119.266
1533,116.888
1534,120.809
1535,119.608
1536,116.292
1537,119.436
1538,118.617
1539,117.137
1540,114.625
1541,114.457
1542,119.79
1543,119.546
1544,115.625
1545,120.161
1546,116.792
1547,118.45
1548,117.039
1549,117.761
1550,121.088
1551,118.707
1552,122.798
1553,117.678
1554,116.907
1555,116.945
1556,111.78
1557,114.748
1558,119.889
1559,124.059
1560,122.202
1561,121.887
1562,124.226
1563,122.396
1564,124.609
1565,129.398
1566,129.348
1567,123.185
1568,120.364
1569,124.794
1570,119.523
1571,121.057
1572,125.904
1573,119.842
1574,121.039
1575,126.16
1576,128.856
1577,124.97
1578,127.616
1579,127.03
1580,121.807
1581,118.861
1582,118.515
1583,119.54
1584,123.004
1585,125.225
1586,117.896
1587,121.231
1588,118.45
1589,116.581
1590,119.697
1591,120.585
1592,123.621
1593,125.455
1594,124.66
1595,129.034
1596,130.851
1597,133.939
1598,136.135
1599,140.736
1600,143.616
1601,137.33
1602,133.08
1603,137.229
1604,134.191
1605,129.208
1606,126.785
1607,129.703
1608,133.976
1609,136.382
1610,142.05
1611,139.955
1612,134.372
1613,134.133
1614,140.055
1615,143.284
1616,142.097
1617,142.497
1618,141.224
1619,137.205
1620,132.535
1621,138.393
1622,135.35
1623,130.16
1624,126.372
1625,125.886
1626,122.652
1627,118.957
1628,115.535
1629,113.494
1630,111.668
1631,112.946
1632,112.811
1633,114.501
1634,120.378
1635,113.682
1636,109.591
1637,105.501
1638,107.427
1639,108.499
1640,108.69
1641,114.216
1642,113.503
1643,114.131
1644,113.919
1645,111.695
1646,109.789
1647,114.308
1648,116.35
1649,116.385
1650,115.574
1651,121.14
1652,118.522
1653,118.856
1654,122.419
1655,126.043
1656,120.635
1657,117.191
1658,119.497
1659,124.099
1660,125.933
1661,129.184
1662,134.87
1663,130.468
1664,130.231
1665,131.199
1666,127.332
1667,131.381
1668,126.345
1669,122.814
1670,118.043
1671,118.551
1672,125.119
1673,130.793
1674,125.553
1675,127.232
1676,130.075
1677,122.867
1678,125.709
1679,121.703
1680,118.57
1681,112.018
1682,109.2
1683,109.604
1684,105.979
1685,109.428
1686,108.792
1687,111.69
1688,109.056
1689,100.381
1690,99.6288
1691,103.794
1692,99.9423
1693,100.865
1694,100.451
1695,98.5588
1696,98.9675
1697,104.154
1698,101.682
1699,100.343
1700,98.0706
1701,99.9298
1702,99.5338
1703,98.7628
1704,102.821
1705,107.764
1706,108.552
1707,105.366
1708,103.14
1709,102.706
1710,104.055
1711,102.576
1712,100.402
1713,98.9875
1714,97.9446
1715,95.3623
1716,98.1892
1717,95.639
1718,94.1758
1719,96.2038
1720,101.135
1721,104.57
1722,107.455
1723,108.697
1724,104.457
1725,102.251
1726,102.326
1727,103.295
1728,103.628
1729,107.577
1730,106.197
1731,108.59
1732,109.18
1733,112.239
1734,109.55
1735,111.5
1736,114.141
1737,115.453
1738,111.095
1739,111.568
1740,113.845
1741,119.146
1742,118
1743,109.769
1744,104.911
1745,102.59
1746,100.302
1747,101.416
1748,101.606
1749,99.5888
1750,98.2859
1751,98.034
1752,96.1536
1753,94.6114
1754,96.9653
1755,92.8645
1756,92.3507
1757,90.7853
1758,89.4205
1759,88.5062
1760,85.2827
1761,84.9924
1762,82.9473
1763,81.7356
1764,81.2871
1765,77.6217
1766,76.4837
1767,78.0925
1768,75.847
1769,76.2024
1770,74.8853
1771,74.7049
1772,72.548
1773,74.2423
1774,76.0187
1775,74.172
1776,72.3236
1777,70.7163
1778,68.4367
1779,71.0983
1780,73.2386
1781,69.812
1782,66.6654
1783,67.1608
1784,68.5052
1785,70.6724
1786,70.943
1787,72.4122
1788,74.3164
1789,71.0042
1790,68.4274
1791,66.633
1792,67.5951
1793,66.9003
1794,66.2733
1795,63.3013
1796,62.3714
1797,63.3794
1798,60.9198
1799,61.978
1800,61.4594
1801,62.733
1802,62.7313
1803,61.1462
1804,59.8407
1805,57.1586
1806,59.2088
1807,58.8604
1808,60.8651
1809,58.1155
1810,56.8089
1811,58.7483
1812,57.7823
1813,60.2633
1814,62.2252
1815,59.2849
1816,56.1139
1817,57.8352
1818,55.6235
1819,56.036
1820,54.9301
1821,58.1792
1822,60.3089
1823,56.5404
1824,55.1026
1825,54.099
1826,54.8139
1827,59.0117
1828,59.033
1829,56.9991
1830,56.6807
1831,55.959
1832,54.9141
1833,55.679
1834,56.2161
1835,54.0779
1836,54.0662
1837,55.2006
1838,55.0183
1839,50.5036
1840,49.8049
1841,50.0735
1842,46.8428
1843,44.3715
1844,43.9305
1845,43.3239
1846,44.2098
1847,43.5864
1848,42.8554
1849,42.5082
1850,40.3998
1851,39.6534
1852,39.5425
1853,38.4117
1854,39.1786
1855,40.8472
1856,40.315
1857,40.5998
1858,40.927
1859,41.1522
1860,39.852
1861,41.9923
1862,40.5749
1863,40.2017
1864,37.8075
1865,38.6609
1866,38.722
1867,39.2686
1868,37.3283
1869,39.7952
1870,39.5436
1871,39.7744
1872,39.3425
1873,38.4959
1874,39.0111
1875,37.9009
1876,39.0269
1877,38.6569
1878,38.0532
1879,38.0122
1880,37.5151
1881,36.7685
1882,36.3641
1883,36.76
1884,38.3147
1885,37.0988
1886,37.1377
1887,37.8028
1888,38.8375
1889,37.7161
1890,38.0164
1891,37.7648
1892,38.0583
1893,36.9654
1894,36.9908
1895,40.4895
1896,40.39
1897,40.5917
1898,41.8714
1899,41.462
1900,40.2873
1901,40.5929
1902,39.1325
1903,36.6606
1904,36.4962
1905,34.3492
1906,34.3185
1907,36.9244
1908,38.2167
1909,36.9477
1910,36.3879
1911,35.9531
1912,36.6365
1913,39.3082
1914,40.9145
1915,39.8547
1916,40.3986
1917,41.7015
1918,41.0887
1919,41.8008
1920,40.3069
1921,40.1363
1922,43.8253
1923,45.328
1924,45.2093
1925,45.482
1926,46.9917
1927,47.5343
1928,47.9729
1929,49.9489
1930,50.5275
1931,51.5234
1932,49.249
1933,49.4977
1934,51.5089
1935,51.8302
1936,51.9324
1937,53.0233
1938,53.6857
1939,54.9333
1940,56.8535
1941,57.9455
1942,58.1998
1943,56.2187
1944,55.998
1945,57.6776
1946,56.2852
1947,53.3976
1948,52.8827
1949,54.2066
1950,53.3873
1951,56.2294
1952,54.8562
1953,55.1972
1954,55.3978
1955,57.7757
1956,58.9863
1957,58.147
1958,57.9991
1959,56.8843
1960,54.341
1961,52.4014
1962,53.44
1963,53.9983
1964,54.2012
1965,55.5993
1966,55.6416
1967,56.6355
1968,55.9064
1969,56.9096
1970,55.7424
1971,53.8411
1972,55.1085
1973,52.8878
1974,53.5352
1975,52.3554
1976,53.8734
1977,53.1507
1978,51.283
1979,49.0803
1980,48.8092
1981,48.1815
1982,49.6901
1983,49.7436
1984,49.6409
1985,52.0334
1986,53.7225
1987,54.149
1988,54.7032
1989,53.6803
1990,53.4252
1991,55.7052
1992,55.7027
1993,56.8926
1994,54.9271
1995,51.9169
1996,51.2889
1997,52.7294
1998,50.4102
1999,49.6321
2000,46.7779
2001,45.1548
2002,46.1916
2003,46.9117
2004,47.9645
2005,48.5418
2006,46.8273
2007,48.0694
2008,46.842
2009,44.9016
2010,45.9251
2011,46.1265
2012,45.3681
2013,43.8511
2014,42.4642
2015,43.2243
2016,42.3913
2017,42.6709
2018,43.9858
2019,44.5402
2020,43.4591
2021,44.9611
2022,44.4584
2023,42.7737
2024,43.1492
2025,45.3321
2026,46.2435
2027,43.7357
2028,43.6438
2029,45.4968
2030,47.322
2031,48.3065
2032,49.3382
2033,47.2457
2034,45.6578
2035,47.8909
2036,49.0478
2037,50.736
2038,50.5659
2039,52.5753
2040,49.8739
2041,50.2894
2042,48.107
2043,50.2266
2044,50.6426
2045,52.2313
2046,51.0641
2047,49.527
2048,48.7635
2049,46.6386
2050,45.4741
2051,46.6332
2052,47.2947
2053,45.9972
2054,45.1512
2055,45.2454
2056,43.0015
2057,43.7493
2058,43.9313
2059,44.491
2060,45.2013
2061,45.611
2062,45.3294
2063,45.2499
2064,46.1829
2065,45.1889
2066,45.6057
2067,45.7636
2068,45.2203
2069,44.1996
2070,44.8233
2071,44.3966
2072,45.0899
2073,44.4452
2074,44.4714
2075,42.5936
2076,43.7673
2077,43.4681
2078,44.7961
2079,43.985
2080,43.5744
2081,43.2178
2082,44.0746
2083,42.8624
2084,42.0069
2085,44.3498
2086,45.1758
2087,45.8556
2088,42.2469
2089,40.9441
2090,41.134
2091,43.6825
2092,42.6619
